"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score"
"1206",0,1,0,0,1,0,1,1,0,1,1
"1207",0,0,0,0,0,0,0,1,0,1,1
"1208",0,0,0,0,1,0,1,1,0,1,1
"1209",0,0,0,0,0,0,0,0,0,0,0
"1210",0,0,0,1,2,0,0,1,0,2,2
"1211",0,0,0,0,1,0,0,0,0,1,1
"1212",0,0,0,0,1,0,0,0,0,1,1
"1213",0,0,0,0,0,0,0,0,1,1,0
"1214",0,0,0,0,0,0,0,0,0,0,0
"1215",0,0,0,0,0,0,0,0,0,0,0
"1216",0,1,0,0,1,0,1,2,0,2,2
"1217",0,1,0,0,1,0,1,1,0,1,1
"1218",0,0,0,0,0,0,0,0,0,0,0
"1219",0,0,0,0,2,0,0,1,1,2,1
"1220",0,1,0,0,1,0,0,2,0,2,2
"1221",0,0,0,0,0,0,0,0,0,0,0
"1222",0,1,0,0,1,0,1,1,0,1,1
"1223",0,0,1,0,0,0,0,1,1,1,0
"1224",0,1,0,0,1,0,1,1,0,1,1
"1225",0,0,0,0,0,0,0,0,0,0,0
"1226",0,0,0,0,0,0,0,0,0,0,0
"1227",0,3,0,0,4,0,1,3,1,4,3
"1228",0,1,0,0,1,0,1,1,1,1,0
"1229",1,0,1,0,0,0,0,0,1,1,0
"1230",0,2,0,0,1,0,1,1,0,2,2
"1231",0,0,0,0,0,0,0,1,0,1,1
"1232",0,0,0,0,1,0,1,0,0,1,1
"1233",0,0,0,0,0,0,0,0,0,0,0
"1234",0,0,0,0,0,0,0,0,0,1,1
"1235",0,0,0,0,0,0,0,0,0,0,0
"1236",0,0,0,0,1,0,1,2,0,2,2
"1237",0,0,0,0,0,0,0,0,0,1,1
"1238",0,0,0,0,0,0,0,0,0,0,0
"1239",0,0,0,0,0,0,0,0,0,0,0
"1240",0,0,0,0,0,0,0,0,0,0,0
"1241",0,0,0,0,1,0,0,0,0,1,1
"1242",0,0,0,0,0,0,0,0,0,0,0
"1243",0,1,0,0,1,0,1,1,0,1,1
"1244",0,0,0,0,0,0,0,1,0,1,1
"1245",0,0,0,0,0,0,0,0,0,1,1
"1246",0,0,0,0,0,0,0,0,0,1,1
"1247",0,0,0,0,0,0,0,0,1,0,-1
"1248",0,0,0,0,1,0,0,1,0,1,1
"1249",0,0,0,0,0,0,0,0,0,0,0
"1250",0,1,0,0,1,0,1,1,0,1,1
"1251",0,1,0,0,1,0,1,1,0,2,2
"1252",0,1,0,0,1,0,1,1,0,1,1
"1253",0,0,0,0,0,0,0,0,0,0,0
"1254",0,0,0,0,0,0,0,0,0,0,0
"1255",0,0,0,0,0,0,0,0,0,0,0
"1256",0,0,0,0,1,0,0,2,0,2,2
"1257",0,1,0,0,1,0,1,1,0,2,2
"1258",1,1,0,0,1,0,1,1,0,1,1
"1259",0,0,0,0,0,0,0,0,0,0,0
"1260",0,3,2,0,3,1,2,1,2,3,1
"1261",0,1,0,0,1,0,1,2,0,1,1
"1262",0,0,0,0,0,0,0,0,0,0,0
"1263",0,1,0,0,1,0,0,1,0,1,1
"1264",0,1,0,0,1,0,0,1,0,4,4
"1265",0,0,0,0,1,0,0,0,0,1,1
"1266",0,1,0,0,1,0,1,1,0,1,1
"1267",0,1,0,0,1,0,1,1,0,1,1
"1268",0,1,0,0,1,0,1,1,0,1,1
"1269",1,1,1,0,1,1,1,1,1,1,0
"1270",0,0,0,0,0,0,0,1,0,0,0
"1271",0,2,0,0,2,0,1,2,0,3,3
"1272",0,0,0,0,0,0,0,0,0,0,0
"1273",0,0,0,0,1,0,0,1,0,1,1
"1274",0,0,0,0,0,0,0,0,0,0,0
"1275",0,1,0,0,0,0,0,0,0,0,0
"1276",0,0,0,0,0,0,0,0,0,1,1
"1277",0,1,0,0,1,0,1,1,0,1,1
"1278",0,1,0,0,1,0,1,1,0,1,1
"1279",0,0,0,0,0,0,0,0,0,1,1
"1280",0,1,0,0,1,0,1,1,0,1,1
"1281",0,0,0,0,0,0,0,0,0,0,0
"1282",0,0,0,0,0,0,0,0,0,0,0
"1283",0,0,0,0,0,0,0,0,0,0,0
"1284",0,0,0,0,0,0,0,0,0,0,0
"1285",0,0,0,0,1,0,1,1,0,1,1
"1286",0,0,0,0,0,0,0,0,0,0,0
"1287",0,0,0,0,0,0,0,0,0,0,0
"1288",0,0,0,0,0,0,0,0,0,0,0
"1289",0,1,0,0,1,0,1,1,0,1,1
"1290",0,1,0,0,1,0,1,1,0,1,1
"1291",0,0,0,0,0,0,0,0,0,0,0
"1292",0,0,0,0,0,0,0,0,0,0,0
"1293",0,0,0,0,0,0,0,0,0,0,0
"1294",0,1,0,0,1,0,1,1,0,1,1
"1295",0,1,0,0,1,0,1,1,0,1,1
"1296",0,0,0,0,0,0,0,0,0,0,0
"1297",0,1,0,0,1,0,0,1,1,2,1
"1298",0,2,0,0,2,0,2,3,1,2,1
"1299",0,1,0,0,2,0,1,2,0,3,3
"1300",0,0,0,0,0,0,0,0,0,0,0
"1301",0,0,0,0,0,0,0,0,0,0,0
"1302",0,0,0,0,0,0,0,0,0,0,0
"1303",0,1,0,0,1,0,1,1,0,1,1
"1304",0,1,0,0,1,0,1,1,0,1,1
"1305",0,0,0,0,0,0,0,0,0,0,0
"1306",0,0,0,0,0,0,0,0,0,0,0
"1307",0,0,0,0,0,0,0,0,0,0,0
"1308",0,0,0,0,1,0,0,0,0,2,2
"1309",0,0,0,0,0,0,0,0,0,0,0
"1310",0,0,0,0,0,0,0,0,0,0,0
"1311",0,0,0,0,1,0,0,1,0,1,1
"1312",0,1,0,0,1,0,1,1,0,1,1
"1313",0,0,0,0,0,0,0,0,0,0,0
"1314",0,0,0,0,1,0,0,1,0,1,1
"1315",0,0,0,0,0,0,0,1,0,1,1
"1316",0,1,0,0,1,0,1,1,0,1,1
"1317",0,1,0,0,1,0,1,1,0,1,1
"1318",0,0,0,0,0,0,0,0,0,0,0
"1319",0,2,0,0,1,0,0,1,0,3,3
"1320",0,0,0,0,0,0,0,0,0,0,0
"1321",0,0,0,0,0,0,0,0,0,2,2
"1322",0,1,0,0,1,0,1,1,0,1,1
"1323",0,0,0,0,0,0,0,0,0,0,0
"1324",0,0,0,0,0,0,0,0,0,1,1
"1325",0,0,0,0,1,0,0,1,0,2,2
"1326",0,0,0,0,0,0,0,0,0,0,0
"1327",0,2,0,0,1,0,1,1,0,2,2
"1328",0,0,0,0,0,0,0,0,0,0,0
"1329",0,0,0,0,0,0,0,0,0,0,0
"1330",0,1,1,0,0,0,0,0,1,0,-1
"1331",0,0,1,0,1,0,0,2,1,1,0
"1332",0,0,0,0,0,0,0,0,1,0,-1
"1333",0,0,0,0,0,0,0,0,0,0,0
"1334",0,1,0,0,1,0,1,1,0,1,1
"1335",0,0,0,0,0,0,0,0,0,0,0
"1336",0,0,0,0,0,0,0,0,0,0,0
"1337",0,0,0,0,0,0,0,0,0,0,0
"1338",0,0,0,0,0,0,0,0,0,1,1
"1339",0,1,0,0,1,0,1,1,0,1,1
"1340",0,0,0,0,0,0,0,0,0,0,0
"1341",0,1,0,0,1,0,1,1,0,1,1
"1342",0,2,0,0,2,0,2,2,0,2,2
"1343",0,1,0,0,1,0,1,1,0,1,1
"1344",0,0,0,0,0,0,0,0,0,0,0
"1345",0,1,0,0,1,0,1,1,0,2,2
"1346",0,2,0,0,2,1,1,3,0,3,3
"1347",0,0,0,0,2,0,0,1,0,2,2
"1348",0,0,0,0,0,0,0,0,0,0,0
"1349",0,0,0,0,0,0,0,0,0,0,0
"1350",0,0,0,0,0,0,0,0,0,0,0
"1351",0,0,0,0,1,0,0,0,0,2,2
"1352",1,1,0,0,1,0,1,1,0,2,2
"1353",0,1,0,0,1,0,0,1,0,2,2
"1354",0,0,0,0,0,0,0,0,0,0,0
"1355",0,0,0,0,0,0,0,0,0,0,0
"1356",0,0,0,0,0,0,0,0,0,2,2
"1357",0,0,0,0,0,0,0,0,0,0,0
"1358",0,1,0,0,1,0,1,1,0,1,1
"1359",0,0,0,0,0,0,0,0,0,0,0
"1360",0,0,0,0,0,1,0,0,1,0,-1
"1361",0,0,0,0,0,0,0,0,0,0,0
"1362",0,0,0,0,0,0,0,1,0,1,1
"1363",0,0,0,0,1,0,0,0,0,1,1
"1364",0,1,0,0,1,0,1,1,0,1,1
"1365",0,0,0,0,0,0,0,0,0,0,0
"1366",0,0,0,0,0,0,0,0,0,0,0
"1367",0,0,0,0,0,0,0,0,0,0,0
"1368",0,0,0,0,0,0,0,0,0,2,2
"1369",0,0,0,0,1,0,0,0,0,2,2
"1370",0,0,0,0,0,0,0,0,0,0,0
"1371",0,0,0,0,0,0,0,0,0,0,0
"1372",0,0,0,0,1,0,1,1,0,1,1
"1373",0,2,0,0,1,0,1,1,0,2,2
"1374",0,1,0,0,1,0,1,1,0,3,3
"1375",0,0,0,0,0,0,0,0,0,0,0
"1376",0,0,0,0,0,0,0,0,0,0,0
"1377",0,0,0,0,2,0,0,1,0,2,2
"1378",0,0,0,0,0,0,0,1,0,1,1
"1379",0,0,0,0,0,0,0,0,0,0,0
"1380",0,1,0,0,1,0,1,1,0,1,1
"1381",0,0,0,0,0,0,0,0,0,0,0
"1382",0,1,0,0,0,0,0,0,1,1,0
"1383",0,0,0,0,0,0,0,0,0,0,0
"1384",0,0,0,0,0,0,0,0,0,0,0
"1385",0,1,0,0,1,0,0,1,0,1,1
"1386",0,1,0,0,1,0,1,1,0,1,1
"1387",0,0,0,0,0,0,0,0,0,0,0
"1388",0,1,0,0,1,0,1,1,0,1,1
"1389",0,0,0,0,0,0,0,0,0,0,0
"1390",0,0,0,0,0,0,0,0,0,1,1
"1391",0,0,0,0,0,0,0,0,0,0,0
"1392",0,0,0,0,0,0,0,0,0,0,0
"1393",0,0,0,0,0,0,0,0,0,0,0
"1394",0,0,0,0,0,0,0,0,0,0,0
"1395",0,0,0,0,1,0,0,1,0,1,1
"1396",0,1,0,0,1,0,1,1,0,1,1
"1397",0,0,0,0,0,0,0,0,0,0,0
"1398",0,1,0,0,1,0,1,2,0,1,1
"1399",0,0,0,0,0,0,0,0,0,0,0
"1400",0,0,0,0,0,0,0,0,0,2,2
"1401",0,0,0,0,1,0,0,0,0,1,1
"1402",0,0,0,0,0,0,0,0,0,0,0
"1403",0,0,0,0,0,0,0,0,0,0,0
"1404",0,0,0,0,0,0,0,0,0,0,0
"1405",0,1,0,0,1,0,1,1,0,1,1
"1406",1,1,1,0,1,1,0,1,1,1,0
"1407",0,1,0,0,1,1,1,1,0,1,1
"1408",0,0,0,0,1,0,0,1,0,1,1
"1409",0,0,0,0,0,1,0,0,1,0,-1
"1410",0,0,0,0,0,0,0,0,0,0,0
"1411",0,0,0,0,0,0,0,0,0,2,2
"1412",0,0,0,0,0,0,0,0,0,0,0
"1413",0,0,0,0,0,0,0,0,0,0,0
"1414",0,0,0,0,0,0,0,0,0,0,0
"1415",0,0,0,0,0,0,0,0,0,0,0
"1416",0,0,0,0,0,0,0,1,0,1,1
"1417",0,1,0,0,1,0,1,1,0,1,1
"1418",0,0,0,0,0,0,0,0,0,0,0
"1419",0,0,0,0,0,0,0,0,0,0,0
"1420",0,1,1,1,1,1,0,1,2,1,-1
"1421",0,0,0,0,0,0,0,0,0,1,1
"1422",0,0,0,0,0,0,0,0,0,0,0
"1423",0,1,0,0,1,0,1,1,0,1,1
"1424",0,0,0,0,0,0,0,0,0,0,0
"1425",0,0,0,0,0,0,0,0,0,0,0
"1426",0,0,1,0,0,1,0,0,3,0,-3
"1427",0,1,0,0,2,0,1,2,0,2,2
"1428",0,1,0,0,1,0,1,1,0,1,1
"1429",0,0,0,0,0,0,0,0,0,0,0
"1430",0,1,0,0,1,0,1,1,0,1,1
"1431",0,0,0,0,0,0,0,0,0,0,0
"1432",0,0,0,0,0,0,0,0,0,0,0
"1433",0,0,0,0,0,0,0,0,0,0,0
"1434",0,1,0,0,1,0,1,2,0,2,2
"1435",0,0,0,0,0,0,0,1,0,2,2
"1436",0,1,0,0,1,0,1,1,0,1,1
"1437",0,0,0,0,0,0,0,0,0,0,0
"1438",0,0,0,0,0,0,0,0,0,0,0
"1439",0,0,0,0,0,0,0,0,0,0,0
"1440",0,1,0,0,1,0,1,1,0,1,1
"1441",0,0,0,0,0,0,0,0,0,0,0
"1442",0,0,0,0,0,0,0,1,0,0,0
"1443",0,0,0,0,0,0,0,0,0,0,0
"1444",0,0,0,0,0,0,0,1,0,1,1
"1445",0,1,0,0,1,0,1,1,0,2,2
"1446",0,0,0,0,1,0,0,1,0,1,1
"1447",0,1,0,0,1,0,1,1,0,1,1
"1448",0,0,0,0,0,0,0,0,0,0,0
"1449",0,0,0,0,0,0,0,1,1,1,0
"1450",0,0,0,0,0,0,0,0,0,0,0
"1451",0,0,0,0,0,0,0,0,0,0,0
"1452",0,0,0,0,0,0,0,0,0,0,0
"1453",0,1,0,0,1,0,1,1,0,1,1
"1454",0,1,0,0,0,0,0,0,0,0,0
"1455",1,1,1,0,1,0,1,1,1,2,1
"1456",1,0,0,0,0,1,0,0,1,0,-1
"1457",0,0,0,0,0,0,0,1,0,1,1
"1458",0,0,0,0,0,0,0,0,0,0,0
"1459",0,0,0,0,0,0,0,0,0,0,0
"1460",0,0,0,0,0,0,0,0,0,0,0
"1461",0,0,0,0,0,0,0,0,0,0,0
"1462",0,1,0,0,1,0,1,1,0,1,1
"1463",0,0,0,0,0,0,0,0,0,0,0
"1464",0,0,0,0,0,0,0,0,0,0,0
"1465",0,0,0,0,0,0,0,0,0,0,0
"1466",0,1,0,0,1,0,1,1,0,1,1
"1467",0,1,0,0,1,0,1,1,0,1,1
"1468",0,0,0,0,0,0,0,0,0,0,0
"1469",0,0,0,0,0,0,0,0,0,0,0
"1470",0,0,0,0,0,0,0,0,0,0,0
"1471",0,0,0,0,0,0,0,0,0,0,0
"1472",0,0,0,0,0,0,0,0,0,0,0
"1473",0,0,0,0,0,0,0,0,0,0,0
"1474",0,1,0,0,1,0,1,1,0,1,1
"1475",0,0,0,0,0,0,0,0,0,0,0
"1476",0,0,0,0,0,0,0,0,1,0,-1
"1477",0,0,0,0,0,0,0,0,0,0,0
"1478",0,0,0,0,0,0,0,1,0,1,1
"1479",0,0,0,0,0,0,0,0,0,0,0
"1480",0,1,0,0,1,0,1,1,0,1,1
"1481",0,1,0,0,1,0,1,1,0,1,1
"1482",0,1,0,0,1,0,1,1,0,1,1
"1483",0,0,0,0,0,0,0,0,0,0,0
"1484",0,0,0,0,0,0,0,0,0,0,0
"1485",0,0,0,0,0,0,1,0,0,1,1
"1486",0,0,0,0,0,0,0,0,0,0,0
"1487",1,0,1,1,0,1,0,0,1,0,-1
"1488",0,1,0,0,1,0,1,1,0,1,1
"1489",0,0,0,0,0,0,0,0,0,0,0
"1490",0,0,0,0,1,0,1,1,0,1,1
"1491",0,0,0,0,0,0,0,0,0,0,0
"1492",0,1,0,0,1,1,1,1,0,1,1
"1493",0,1,0,0,1,0,1,1,0,1,1
"1494",0,0,0,0,0,0,0,0,0,0,0
"1495",0,1,0,0,2,0,1,2,0,2,2
"1496",0,0,0,0,0,0,0,0,0,0,0
"1497",0,0,0,0,0,0,0,0,0,0,0
"1498",0,0,0,0,0,0,0,0,0,0,0
"1499",0,0,0,0,0,0,0,0,1,0,-1
"1500",0,0,0,0,0,0,0,0,0,0,0
"1501",0,0,0,0,0,0,0,0,0,0,0
"1502",0,1,0,0,1,0,1,1,0,1,1
"1503",0,2,0,0,1,1,1,0,0,2,2
"1504",0,0,1,0,0,0,0,0,1,0,-1
"1505",0,0,0,0,0,0,0,0,0,0,0
"1506",0,2,0,0,1,0,1,1,0,2,2
"1507",0,0,0,0,0,0,0,0,0,0,0
"1508",0,0,0,0,0,0,0,0,0,0,0
"1509",0,1,0,0,1,0,1,1,0,1,1
"1510",0,1,0,0,1,0,1,1,0,1,1
"1511",0,0,0,0,0,0,0,0,0,0,0
"1512",0,0,0,0,0,0,0,0,0,0,0
"1513",0,0,0,0,0,0,0,0,0,0,0
"1514",0,0,0,0,0,0,0,0,0,0,0
"1515",0,1,0,0,1,0,0,1,0,1,1
"1516",0,0,0,0,0,0,0,0,0,1,1
"1517",0,0,0,0,0,0,0,0,0,0,0
"1518",0,0,0,0,1,0,0,1,1,2,1
"1519",0,1,0,0,1,0,1,1,0,1,1
"1520",0,0,0,0,0,0,0,0,0,0,0
"1521",0,0,0,0,1,0,0,0,0,1,1
"1522",0,0,0,0,1,0,1,1,0,1,1
"1523",0,2,1,0,1,0,1,1,1,1,0
"1524",0,0,0,0,0,0,0,0,0,0,0
"1525",0,0,0,0,0,0,0,0,0,0,0
"1526",0,0,0,0,0,0,0,0,0,0,0
"1527",0,0,0,0,0,0,0,0,0,0,0
"1528",0,0,0,0,0,0,0,0,0,0,0
"1529",0,0,0,0,0,0,0,0,0,0,0
"1530",0,0,0,0,0,0,0,0,0,0,0
"1531",0,0,0,0,0,0,0,0,0,0,0
"1532",0,0,0,0,0,0,0,0,0,0,0
"1533",0,0,0,0,0,0,0,0,0,0,0
"1534",0,0,0,0,0,0,0,0,0,0,0
"1535",0,0,0,0,0,0,0,0,0,0,0
"1536",0,0,0,0,0,0,0,0,0,0,0
"1537",0,0,0,0,0,0,0,0,0,0,0
"1538",0,1,0,0,1,0,1,1,0,1,1
"1539",0,1,0,0,1,0,1,2,0,1,1
"1540",0,0,0,0,0,0,0,0,0,1,1
"1541",0,0,0,0,0,1,0,1,1,0,-1
"1542",0,0,0,0,0,0,0,0,0,0,0
"1543",0,1,0,0,0,0,0,0,0,0,0
"1544",0,1,0,0,1,0,1,1,0,1,1
"1545",0,0,0,0,0,0,0,0,0,0,0
"1546",0,0,0,0,0,0,0,0,0,0,0
"1547",0,0,0,0,0,0,0,0,0,0,0
"1548",0,0,0,0,0,0,0,0,0,0,0
"1549",0,0,0,0,2,0,0,1,0,2,2
"1550",0,0,0,0,0,0,0,0,0,0,0
"1551",0,0,0,0,1,0,0,0,0,1,1
"1552",0,0,0,0,0,0,0,0,0,1,1
"1553",0,0,0,0,0,0,0,2,0,0,0
"1554",0,0,0,0,0,0,0,1,0,1,1
"1555",0,0,0,0,0,0,0,0,0,0,0
"1556",0,0,0,0,0,0,0,0,0,0,0
"1557",0,0,0,0,0,0,0,0,0,0,0
"1558",0,0,0,0,0,0,0,0,0,0,0
"1559",0,0,0,0,0,0,0,0,0,0,0
"1560",0,0,0,0,0,0,0,0,0,0,0
"1561",0,0,0,0,1,0,0,1,0,1,1
"1562",1,0,1,1,0,1,0,1,1,0,-1
"1563",0,1,0,0,1,0,1,1,0,1,1
"1564",0,0,0,0,0,0,0,0,0,0,0
"1565",0,0,0,0,2,0,0,2,0,2,2
"1566",0,1,0,0,1,0,1,1,0,1,1
"1567",0,0,0,0,0,0,0,0,0,0,0
"1568",0,1,0,0,1,0,1,1,0,1,1
"1569",0,0,0,0,0,0,0,0,0,0,0
"1570",0,0,0,0,0,0,0,0,0,0,0
"1571",0,0,0,0,0,0,0,0,0,0,0
"1572",0,0,0,0,0,0,0,0,0,0,0
"1573",0,0,0,0,0,0,0,0,0,0,0
"1574",0,0,0,0,0,0,0,0,0,0,0
"1575",0,0,0,0,0,0,0,1,0,1,1
"1576",0,0,0,0,0,0,0,0,0,0,0
"1577",0,0,0,0,0,0,0,0,0,0,0
"1578",0,0,0,0,0,0,0,4,0,4,4
"1579",1,5,1,2,4,2,2,5,2,8,6
"1580",0,2,0,0,6,0,2,4,1,9,8
"1581",1,3,1,2,2,2,1,6,3,10,7
"1582",0,4,0,0,5,0,2,4,1,7,6
"1583",1,12,1,4,9,3,5,12,4,24,20
"1584",2,9,2,3,10,4,5,11,6,23,17
"1585",2,7,0,1,6,0,1,4,2,9,7
"1586",1,1,0,1,2,0,0,4,1,5,4
"1587",2,8,1,2,13,1,5,13,4,27,23
"1588",4,1,2,4,1,5,3,4,7,3,-4
"1589",0,5,0,1,2,0,0,4,0,5,5
"1590",2,9,1,2,9,0,2,6,1,13,12
"1591",2,4,1,2,4,1,2,3,2,7,5
"1592",3,4,2,3,5,3,1,8,4,9,5
"1593",0,9,1,1,8,0,3,11,2,19,17
"1594",0,8,0,0,6,0,2,9,1,10,9
"1595",3,15,3,3,15,5,6,14,4,26,22
"1596",0,3,0,0,6,0,1,4,1,7,6
"1597",2,1,0,1,1,1,1,2,3,5,2
"1598",0,4,0,0,2,0,1,5,1,8,7
"1599",2,6,3,1,3,3,0,3,3,6,3
